Name,Review_Date,Review,Owner_Response,Response_Date,Response
Neelabh Sharma,8 years ago,"Not as good as AB Bangalore in every manner like service, food varieties, taste. The same crispy corn, cheesy patty, panner tikka, prawns etc etc tastes far better there. But till managed to get rating 3.",,,
sandeep chennupati,5 years ago,"The restaurant is not to the mark as in initial days. The service is not so prompt with  drinks coming almost by the time you are half way through, ambience very dull and no proper signage at live counters. The plates look so old as being used for many years. Food is ok by taste.",Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Nitin Verma,5 years ago,This is one of my favourite dineout place over the period. However slowly noticing that quality of service is going down day by day. Seems they are understaffed. We went in a groip of 12 but for each small thing we have to struggle to find …,,,
VICKY MATHEW,6 years ago,"Good place to hand out with friends.
You do receive a complimentary drinks with an upgraded package..
The staff needs a special mention since they were very hospital and very …",,,
abhinav aerabati,4 years ago,"My rating

Ambience : 3/5 …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Aditya Kumar,5 years ago,Great place for foodies. Got a chance for dinner. But need improvement in service.Every time we had to wait for the food. The staff is very friendly and supportive.,Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look in to the area of improvement as …"
SatyaXperia Mini Pro,4 years ago,"Went for dinner on 26th Dec. Ambience is bad. Sound was too high, instead anything at audible level would have been better. My head started aching due to the sound. Chicken tikka was not fully cooked. Chicken kabab ws tasty. Mushroom …",,,
Sudharshini Vijay,5 years ago,"The staff was rude in letting us know that there were no seats. It would be better if they improved their way of receiving new guests, especially people like us who are new to the city.",,,
VAMSHI yadav 17R-330,3 years ago,"Cons:- The starters were not so good .
There is only one Complementary drink.
Pros:- good response of the staff . …",Response from the owner,3 years ago,"Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
rohit anand,6 years ago,"I am intentionally putting three stars so that people can notice though I wanted to give four stars. Now if you look at online reviews of this outlet, you could see a whopping 4.7 rating. AB's is not at par with Barbecue Nation but once you …",,,
Nanak Singh,6 years ago,A good place to visit with a great variety of food available. Service is a little slow but still good. Beer isn't complimentary (and costs a lot). Good for one time visit. Becomes monotonous after first time.,,,
vinay chinnaravula,10 months ago,"Items in the menu should be increased, especially for the veg. Try include some more items. Bit disappointing for us.",Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Sahil Mahajan,5 years ago,If you are in search of a low cost buffet with good food. This is the place to go for. Day to day the taste if the food differs. Sometimes very good and sometimes average. Overall experience is okay. Improvement can be made with the taste of the food.,,,
Tarun Kumar,5 years ago,I dont say excellent. OK place to have all type of grilled items..... BIRYANI is too bad. 100/- Biryani in normal hotel is much better.... All the Non veg items are good.. …,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. Thank you for reviewing us. …"
Partha Pratim Patra,6 years ago,"Not very great place to dine. Too crowded on weekends. Veg dishes are not up to the mark. Could be better. Some live dishes like cheese broccoli, crispy mushroom were good.",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Alekhya D,3 years ago,"The place is surprisingly unhygienic. Loved the food and service but considering the pandemic, I wouldn't feel safe to visit here again. Also, placement of tables doesn't follow distancing",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Bhaskar Sarkar,6 years ago,Starters are good. Main course is very disappointing. All the foods are a bit saltier side. Ambience wise it's a bit crowdy in weekends and on holiday's. Staffs are very polite and courteous.,Response from the owner,6 years ago,"Dear Guest
Thank you for reviewing us. We indeed look forward to have you with us soon. Now book through our APP and treat yourself Free on your 4th visit. Do Buzz our …"
Palupunuri naveen reddy,6 years ago,"We visited Abs Gachibowli for lunch . The starters are good and as well service is excellent.But the main course is wrost. lamb roghan  gosh, afghani chicken are blond in taste . Lamb completely not cooked . The biryani is so worst . .... I never eat such type of biryani in Hyderabad till now .",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Madiha Tahseen Shaik,6 years ago,Apart from biryani everything was good.. starter lovers can have a bang over here. Nice hospitality. Sometimes can be irritating too. Short but enough menu.,,,
Chandan Singh,6 years ago,"Value for money, limited food collection but service is good, Better book your table. Very good staff. Nycc place to hangout with your family, friends and small office get together.",,,
Krishna Chaitanya,3 years ago,Service wasn't that great tbh. The menu isn't exciting at all for vegetarians. Meat & Sea food lovers may still like the food to an extent. Looks like the restaurant isn't prepared to handle bigger crowds.,,,
