Name,Review_Date,Review,Owner_Response,Response_Date,Response
holtan prasad,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Omung Gonsalves,2 years ago,,Response from the owner,2 years ago,We are grateful that you took the time out to leave us a review. Your feedback helps us to improve service for everyone …
Prajwal Kumar A,2 years ago,,,,
Suhas J Samagod,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Bijit Kundu,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
ishani goel,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
sheetal kumari,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Mandar Joshi,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Kedar Wagh,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
nitish dhapodkar,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Rameen Tungekar,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Rishikesh Karkera,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
preity masal,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Navin Devadiga,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
ANIL MATHUR,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Saurabh Vartak,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Asif Qureshi,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Amol Rane,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Sonal Raval,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Omkar Sawant,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Cin Bid,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Mukesh Yadav,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
mdasgarkhanloreal,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Wafa Dalvi,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
April Vall,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Mayur Meher,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Chintan Palan,2 years ago,,,,
Devendra Pujara,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Surabhi Bagwe,2 years ago,,,,
Preksha Nema,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Dipesh Manwani,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
khyati Khanna,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Atul Gada,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
KIRAN DHAS,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Bibekananda rath,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
SHIV KAMATH,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
rushikesh kakade,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
rak29able,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Ankit Palkar,4 years ago,,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Dr. Namrata Mondal,2 weeks ago,,,,
Pratham patidar,a month ago,,,,
Vinayak Tripathi,2 months ago,,,,
Anuradha Ghag,2 months ago,,,,
Viral Gohil,2 months ago,,,,
Anil Atkari,2 months ago,,,,
Akshay Malkar,3 months ago,,,,
janet john,3 months ago,,,,
ruby agarwal,4 months ago,,,,
Prisha Haria,4 months ago,,,,
Vanya Malhotra,4 months ago,,,,
chrysantha pereira,4 months ago,,,,
Mohit Berika,5 months ago,,,,
Yusuf Pittalwala,6 months ago,,,,
John Fernandes,6 months ago,,,,
Murlidhar Pamarthi,6 months ago,,Response from the owner,4 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
Atharva Chavan,6 months ago,,,,
Kaushik Mohanraj,7 months ago,,,,
Kunal,7 months ago,,,,
tokeer Ansari,7 months ago,,,,
Thomas B,8 months ago,,,,
Erica D'souza,8 months ago,,Response from the owner,8 months ago,"Dear Guest, That was an valuable review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
Tejas Rana,8 months ago,,Response from the owner,8 months ago,"Dear Guest, That was an valuable review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
