Name,Review_Date,Review,Owner_Response,Response_Date,Response
PranayPrem Gonu,5 years ago,"One more place,one more venue to entertain people with their delightful food and service.... This is one such brand which has been spreading fast and efficient. This brand has been a tough fight to keep the competition on their toes.. it's good when brands compete to serve the best for the customers.. so wishing them all the best......",Response from the owner,5 years ago,"Dear Guest,

Thank you for reviewing us. We will indeed look forward to have you with us …"
SYAM TINKU,2 years ago,"Excellent food quality. Wonderfully trained staff.
Like the Bbq nationwide, these guys also refuse to take any tips. I am wondering how may I reward them. …",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Ashish Kumar Tiwari,a year ago,"place has taken a steep downward curve. Heavily crowded, so I would say atmosphere isn't good and too noisy. Food is okay, not that great. Benefit would be cost and the service given by the people working..",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
goutham kuppili,a year ago,Pretty much good food we have.. should improve service better.. when we ask cutlery staff wont give immediately.. rest of the things are good 👍 …,Response from the owner,a year ago,"Dear Guest, That was an awesome review! Thank you so much for your feedback and your valuable suggestion and we assure you that we are working on it. Our efficient team and impeccable services are always ready to give you an exceptional …"
Krishnachandra Panigrahi,3 months ago,"Food is nice. Quality and of course quantity is good. All items are Unlimited.
Staff and service boys are very patient and hospitality is so good.
They come and ask for feed back for each grill item. …",,,
mani sharma,6 years ago,"I have tried vegetarian food, which was not hot when it came to us first. As we said them the same they maintained the freshness and you have to let them know if you require spicy in the starter's. Starter's are good. Main course are good. Dessert excellent. Finally try to have enough time to enjoy the food with groups.",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
V S,5 years ago,"I feel that I should be giving you 5 star for the food but sorry for this time , I genuinely feel that Service can improve, and little that I feel that ambience is missing, very crowded and limited options from the menu were served. After …",Response from the owner,5 years ago,"Hi,

Thank you for sharing your feedback, we would request you to share your contact …"
Pothan chinna,2 years ago,"It is located 3rd floor, above Bajaj electronics and AB'S Madhapur, near to madhapur ps, Very wonderful experience I had here. Taste was amazing. If anyone wants to have starters and deserts, this place is best. Items are less but worth the …",,,
sai swaroop macha,a year ago,"I tried ABs for the first time as I heard the positive words about it. So the restaurant and ambience is cool.
The service was fantastic, specially the 2 guys in the picture. The food is …",,,
Amit Kumar,3 years ago,I along with my team visited for team lunch and it was kind of mixed experience. The barbecue/ grilled item was definitely the highlight. Followed by live counter and the dessert desk. The only thing which is responsible for reducing one …,Response from the owner,3 years ago,"""Hi, Amit Kumar,

We regret the inconveniences you have faced and request you to share your …"
Suman Adhikary,5 years ago,"It is a good restaurent to celebrate team outings , family functions or any other special occasions where you want to spend nice time with folks along with good spreads of food options. This is one of the best grill restaurant in town where …",Response from the owner,4 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
Kaustav,5 years ago,"Their kebabs were so tasty. Ambience was very good.  The DJ was playing some nice tracks. You can have also have buffet for around ₹750, you dont have to roam around with plate, they will serve at the table. Also the service was very impressive. Highly recommended.",,,
Aishwarya bejinavemula,4 years ago,Good service and ambiance with yummy food. But I feel is the main course items taste needs to be improved a little. Otherwise everything worths the money.,,,
Nenu Mee Bakasura,4 years ago,"Fabulous place, fest for tummy... enjoyed starters and different types of non veg items. And complimentary drinks. Service was bit delayed. My friend birthday was celebrated in very playful manner, thanks to Absolute Barbecue Team.  Wish …",Response from the owner,4 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
Susheel anand,3 months ago,"We were 8 members, paid 6800/-. For most of us, it was first time in barbecues. All starters were average. Main course also average. Desserts were good. But we were disappointed with non availability of Kulfis on that day...!!!... Overall some of us felt it's worthy, but for me it's not that worthy.",,,
Prabhata Maharana,a year ago,"The buffet is awesome. So many items are available in the starter, main course, deserts. Food is very tasty😋. We should try it. …",,,
Ranjith Reddy,5 years ago,Today it's my second visit of mine to AB's I think this is a great place to have fine dining and a variety of foods starting from starters to desserts. A best place to celebrate birthday's and to throw parties. One can get best dining …,Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look forward to have you with us …"
Debabrat Sharma (debu),a year ago,It was a good experience ordering from this outlet. I have never ordered from AB's. I have ordered AB's butter paneer and jeera rice thali. The taste of the food was good. Packaging was nicely done and after mint was also provided. I would …,Response from the owner,a year ago,"Dear Guest, That was an awesome review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
Ganesh Bollipalli,3 years ago,I had Great Time with my friends over here..We celebrated one of our mate's Birthday had lot 9f fun...Took the regular packege and it was worth we ate lot of good food. I believe that they are very keen on Customer Satisfaction asked us …,,,
Shanmukha Kuchimenchi,3 years ago,"Great place for food lovers
The ambience is ok but watch out for the crowds on weekends. Booking it early will be very helpful to get you a table. Wide range of starters and the great …",Response from the owner,3 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Siddhartha,3 years ago,A place with wide range of buffet. Not a great tasting but a decent food and has enough varieties. Its always better to get everything served hot which is rare(we have to barbecue our own on table) or else doesn’t stand up with its taste. Servers are well trained and good at serving and taking care of tables.,Response from the owner,3 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Saipranay Nandagiri,4 years ago,"The staters are good and tasty, they have this hospitality kid of receiving that is so special and very that I find in these kind of restaurants, they themselves come to u ask u about any of the special occasion if u have anything (like …",Response from the owner,4 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
lokesh sm,11 months ago,"Nice place. Lots of varieties of meat like chicken, mutton, fish, prawns, octopus etc. Chinese is also available. Good variety of ice creams, chat and pan ice cream too. Lots of small pasteries and bakery items. Lot more. Must try spot.",Response from the owner,11 months ago,"Dear Guest, That was an awesome review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
HARISH MATTA,5 years ago,"Foood heaven !! I have been visiting this place often times Wow! If you are a non-veg, You are right a right place, Each table has a separate live grill section, Wish Grill you favorite meats on the various sauces on offer right in front of …",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look forward to have you with us …"
